Version,game_id,score,max_tile,steps,duration_sec
v3,67,24008,1024,1166,53.07902979850769
v3,68,6856,256,438,19.62033772468567
v3,69,16888,512,905,38.9267201423645
v3,70,9616,256,600,21.31964445114136
v3,71,18464,512,975,38.17049312591553
v3,72,15120,512,823,81.37374997138977
v3,73,4988,128,360,42.65328001976013
v3,74,31460,1024,1462,157.67540407180786
v3,75,14208,512,761,82.25990533828735
v3,76,16752,1024,856,94.87991046905518
v3,77,21600,1024,1017,106.44140529632568
v3,78,9036,256,553,52.6502149105072
v3,79,11268,512,623,64.8791389465332
v3,80,10868,512,636,60.206854820251465
v3,81,5004,128,366,37.58227682113648
v3,82,37140,2048,1636,153.84279108047485
v3,83,16536,512,899,85.46318173408508
v3,84,6356,256,412,41.69667196273804
v3,85,35836,2048,1597,143.23400139808655
v3,86,6488,256,423,42.976909160614014
v3,87,36712,2048,1655,147.15462923049927
v3,88,51712,2048,2225,207.09274435043332
v3,89,10116,256,618,55.440797328948975
v3,90,27248,1024,1316,120.46192717552184
v3,91,15816,1024,791,76.42455768585205
v3,92,5836,256,372,33.469690799713135
v3,93,10448,256,642,49.78496694564819
v3,94,31136,1024,1424,114.59873843193054
v3,95,7612,256,482,39.16734957695007
v3,96,14756,512,775,61.8204870223999
v3,97,24028,1024,1164,92.20761585235596
v3,98,9424,256,566,39.69060587882996
v3,99,14348,512,768,58.790424823760986
v3,100,23476,1024,1125,110.47605514526369
v3,101,18036,512,972,85.87183356285095
v4,102,247248,8192,8809,2566.0858101844788
v4,103,7520,256,493,124.93665838241576
v4,104,19952,512,1082,312.73172998428345
v4,105,59840,2048,2601,776.2065155506134
v4,106,42832,2048,1893,545.6085760593414
v4,107,91508,4096,3764,1087.4273402690887
v4,108,108028,4096,4132,1182.8852064609528
v4,109,62088,2048,2693,776.4392266273499
v4,110,27292,1024,1344,334.8144700527191
v4,111,27564,1024,1336,354.9926772117615
v4,112,9032,256,554,150.03465580940247
v4,113,11176,512,627,156.01181888580322
v4,114,33396,2048,1477,474.46684670448303
v4,115,201472,8192,7586,2248.368863105774
v4,116,7496,256,498,135.96691417694092
v4,117,68552,2048,3012,860.1833956241608
v4,118,30628,1024,1479,408.2542831897736
v4,119,98264,4096,4021,1251.254478931427
v4,120,34144,1024,1605,492.4623637199402
v4,121,233980,16384,7621,2328.7464892864227
v4,122,32908,2048,1515,409.2294909954071
v4,123,10044,256,631,147.25119590759277
v4,124,73296,2048,3173,796.5130314826965
v4,125,84368,4096,3295,1046.195389032364
v4,126,181916,8192,6555,2020.584805250168
v4,127,170616,8192,5966,1951.9677035808563
v4,128,18340,512,1009,321.12764739990234
v4,129,88172,4096,3662,1313.256987810135
v4,130,143284,8192,5250,1566.5335764884949
v4,131,5484,256,378,106.26712775230408
v4,12,62696,4096,2485,699.294216632843
v4,13,51640,2048,2338,674.1558809280396
v4,14,92016,4096,3708,1166.3227519989014
v4,15,79520,2048,3336,962.0276367664336
v4,16,71156,2048,3173,919.3044934272766
v4,17,78420,2048,3266,869.4915175437927
v4,18,148352,4096,5903,1765.028075218201
v4,19,83596,4096,3351,1021.970885515213
v4,20,78044,4096,3232,1061.5238208770752
v4,21,30552,1024,1525,431.4097952842712
v4,22,88928,4096,3614,1105.4000027179718
v4,23,24768,1024,1289,425.83035683631897
v4,24,48332,2048,2071,655.3846039772034
v4,25,185748,8192,6721,2099.670996904373
v4,26,82172,4096,3281,1051.366907119751
v4,27,167608,8192,6052,1894.878003835678
v4,28,62132,2048,2706,863.1416575908661
v4,29,111600,4096,4301,1274.1741769313812
v4,30,183448,8192,6747,1998.5599718093872
v4,31,20388,512,1068,288.8301520347595
v4,32,41380,2048,1895,534.5688481330872
v4,33,84932,4096,3385,1017.5299699306488
v4,34,168060,8192,6070,1851.919280290604
v4,35,49028,2048,2175,618.6205310821533
v4,36,14100,512,787,221.94300365448
v4,37,9124,256,579,166.732435464859
v4,38,181100,8192,6528,2081.269855737686
v4,39,21116,1024,1105,332.8959350585937
v4,40,35308,2048,1566,481.7911477088928
v4,41,82704,4096,3319,1019.6777265071868
v4,132,16836,512,907,65.02611374855042
v4,133,94784,4096,3480,261.2165198326111
v4,134,168156,8192,6315,3056.7773203849792
v4,135,74272,2048,3172,224.9500632286072
v4,136,33240,1024,1636,94.89849758148192
v4,137,138336,8192,5096,361.7052328586578
v4,138,87764,4096,3660,220.26701760292053
v4,139,195076,8192,7167,392.04787135124207
v4,140,6468,256,429,20.718870401382446
v4,141,32092,1024,1566,81.6947877407074
v4,142,43240,2048,1873,95.1380376815796
v4,143,30060,2048,1349,75.23471212387085
v4,144,8512,256,546,26.859628915786743
v4,145,15208,1024,803,39.040303468704224
v4,146,19380,1024,1009,53.29943823814392
v4,147,12784,512,752,37.414209842681885
v4,148,50408,2048,2169,118.63752245903017
v4,149,39468,1024,1845,97.6682665348053
v4,150,45868,2048,2136,119.98846340179443
v4,151,4620,128,336,18.04837656021118
v4,152,5872,128,420,22.079707384109497
v4,153,36116,1024,1691,112.5035045146942
v4,154,86528,4096,3489,202.3926339149475
v4,155,20908,512,1102,53.49371361732483
v4,156,18792,1024,976,44.62948679924011
v4,157,88616,2048,3875,204.5862159729004
v4,158,72360,4096,3019,157.99667501449585
v4,159,12936,512,732,37.48437666893005
v4,160,16740,512,900,45.15576696395874
v4,161,16148,512,884,44.97803258895874
v4,162,4480,128,332,33.46067237854004
v4,163,23444,1024,1203,157.8150029182434
v4,164,19768,1024,1022,129.08977055549622
v4,165,57300,2048,2464,325.91880774497986
v4,166,165288,8192,5893,724.1536431312561
v4,167,95212,4096,3939,430.9634499549866
v4,168,69580,2048,2975,305.026841878891
v4,169,208064,8192,7043,608.4179191589355
v4,170,70896,2048,3061,222.39215731620789
v4,171,74836,2048,3228,250.93255043029785
v4,172,9176,256,589,40.35402822494507
v4,173,28012,1024,1359,104.34397101402284
v4,174,24720,1024,1220,86.6720712184906
v4,175,50204,2048,2163,168.3139157295227
v4,176,81624,4096,3218,255.7876009941101
v4,177,196420,8192,7201,560.1370584964752
v4,178,91432,4096,3694,281.20310521125793
v4,179,25676,1024,1273,79.69844245910645
v4,180,116960,8192,4132,324.82662892341614
v4,181,80748,4096,3270,259.7943515777588
v4,182,21504,1024,1078,78.57272577285767
v4,183,82900,4096,3309,258.72472739219666
v4,184,72784,4096,2976,228.85079097747803
v4,185,175112,8192,6257,476.52002477645874
v4,186,107940,4096,4183,323.2696692943573
v4,187,12708,512,695,54.3659553527832
v4,188,13264,256,805,50.438425064086914
v4,189,7668,256,491,28.808983087539676
v4,190,131688,4096,5065,390.7269954681397
v4,191,89296,4096,3636,292.3065655231476
v4,42,20556,1024,1058,57.885303258895874
v4,43,200164,8192,7462,462.1518363952637
v4,44,63788,2048,2750,156.8652994632721
v4,45,11104,512,617,34.27781295776367
v4,46,30448,1024,1488,86.33467411994934
v4,47,105508,4096,4250,240.83083605766296
v4,48,60604,2048,2643,139.68000960350037
v4,49,142512,8192,5249,309.38931369781494
v4,50,141076,8192,5161,219.3449056148529
v4,51,131452,8192,4703,149.56960344314575
v4,52,26236,1024,1307,47.08005619049072
v4,53,8072,512,479,16366.538460969923
v4,54,200268,8192,7497,33120.08597445488
v4,55,28236,1024,1414,39.371115922927856
v4,56,41344,1024,1984,63.58862400054932
v4,57,15760,512,828,3695.107087612152
v4,58,67584,4096,2745,10449.409500837326
v4,59,40692,2048,1862,70.38636350631714
v4,60,271976,16384,9144,596.1849565505981
v4,61,7284,256,486,32.49452209472656
v4,62,47020,1024,2194,2267.1169352531438
v4,63,47392,2048,2016,576.5337102413177
v4,64,115512,4096,4542,281.869108915329
v4,65,38400,1024,1825,106.04965090751648
v4,66,127944,8192,4685,293.44455003738403
v4,67,66260,2048,2804,168.37128806114197
v4,68,28184,1024,1368,73.72604894638062
v4,69,74824,2048,3219,180.30147576332087
v4,70,159736,8192,5844,344.2057194709778
v4,71,94368,4096,3792,223.46687388420105
v4,72,90568,4096,3724,459.1729791164398
v4,73,315212,16384,10663,1220.5292375087738
v4,74,33540,1024,1584,163.8872628211975
v4,75,33612,1024,1592,162.75533771514893
v4,76,288900,16384,9613,894.266441822052
v4,77,71908,2048,3132,236.82852745056152
v4,78,58308,2048,2572,186.1569166183472
v4,79,122020,8192,4407,414.09186577796936
v4,80,16752,1024,829,72.94149804115295
v4,81,36900,2048,1598,132.91566562652588
v4,82,180568,8192,6523,540.9806838035583
v4,83,14132,512,804,58.9199903011322
v4,84,7188,256,463,36.10328102111816
v4,85,48052,2048,2124,166.29765367507937
v4,86,18144,512,948,67.31889772415161
v4,87,168288,8192,6100,504.3393039703369
v4,88,23520,1024,1202,90.0152976512909
v4,89,137444,4096,5425,421.6273555755615
v4,90,131404,4096,5103,376.4885628223419
v4,91,8544,512,508,34.55640244483948
v4,92,77732,4096,3128,228.45687127113345
v4,93,110084,4096,4284,331.2904260158539
v4,94,74444,2048,3152,251.7615396976471
v4,95,9568,256,593,35.69061541557312
v4,96,38764,2048,1728,138.98111057281494
v4,97,36664,1024,1725,128.17262482643127
v4,98,29432,1024,1436,153.8382008075714
v4,99,57968,2048,2574,170.78895497322085
v4,100,15176,512,806,59.494277000427246
v4,101,20336,1024,1032,77.39147162437439
